created_at,user.name,user.description,text,extended_tweet.full_text,entities.hashtags
2021-02-06T11:51:57.000Z,,,"@Capobianco2005C @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra @AzzolinaLucia Io preferisco ragionare sul fatto che il monitoraggio non è adeguato MA solo nel senso che i dati sui positivi sono sottostimati. Per cui se qualcuno trova una situazione allarmante con i pochi dati che vi sono, possiamo solo aspettarci che sia 10 volte peggio,non meglio.",,
2021-02-06T11:49:46.000Z,,,"@Capobianco2005C @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra @AzzolinaLucia Le probabilità d'ingresso sono pari a 1. Studente positivo nella scuola X con sorella che va alle Superiori Y nel paese vicino. Nessuno ctrl,solo prof convince genitori a non mandare la sorella a scuola,Tutto affidato al caso. Ma questo non lo leggerà nelle statistiche ufficiali",,
2021-02-06T11:09:33.000Z,,,A Napoli “San Gregorio Armeno in Amore a 360°”: la via dei presepi lancia il S. Valentino rainbow: ... Gregorio Armeno hanno realizzato statuine per celebrare l'amore tra persone dello stesso sesso e lanciare un messaggio positivo contro l'omofobia ... https://t.co/0yLcdo41UC,,
2021-02-06T10:23:50.000Z,,,"Nel cinema sono RARISSIMI i casi in cui vengono assegnati ruoli importanti ad attori queer che siano out. Iniziate a far lavorare attori trans in ruoli cishet, iniziate a far lavorare attori gay come protagonisti cishet e FORSE poi ne possiamo riparlare.",,
2021-02-06T09:39:55.000Z,,,"@SempreLibero2 È il lupo travestito d'agnello, come Monti.
Ma questo:
ha più denti,
più aguzzi e più lunghi.
#Orgoglio5stelle",,"[{'start': 109, 'end': 125, 'tag': 'Orgoglio5stelle'}]"
2021-02-06T08:24:04.000Z,,,"@Nclosing123 @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra @AzzolinaLucia Io invece preferisco ragionare su ciò che accade davvero nella scuola in relazione alla probabilità di ingresso di un positivo, probabilità di contagio, probabilità di focolaio... cosa che, in tutta evidenza, a Lei non interessa!🤨",,
2021-02-06T08:05:14.000Z,,,"@Nclosing123 @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra @AzzolinaLucia Per ""scuole chiuse"" si intende già ""scuole in DaD"".
Le scuole se non sono in presenza sono sempre in DaD.
Ciò che io, inutilmente, evidenzio è la necessità di ""altre misure"" attive per contribuire a tenerle aperte finché possibile in relazione a ciò che accade ""intorno""!🤔",,
2021-02-06T08:02:47.000Z,,,"@Nclosing123 @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra @AzzolinaLucia Dove lo vede il ""cambiamento repentino""?
Dove lo vede il ""cambiamento di visione""?
In realtà nel Suo commento precedente avrei dovuto evidenziare il fatto che il contagio è sempre possibile ""anche"" in presenza di quelle che Lei definisce ""altre misure""!",,
2021-02-05T22:33:42.000Z,,,"@laratotherescue Costantino più fissato di me che vuole tutta gente queer, lo capisco e lo ammiro 🥰 (la farfalla trans è nel mio cuore 💓)

(Ma l'altra volta sempre per il gatto ha tirato fuori T1m1 che ha due cosce così 👀, quindi non è affidabile per le teorie 😌)",,
2021-02-05T22:09:37.000Z,,,"@bcksbrns @RedDianthus Intendeva che non tutti lo palesano nella bio “she/her” , infatti è usanza iniziata e nata dalla comunità lgbtq+ come modo utile per le persone trans di specificare il loro genere. Poi la cosa si è estesa anche alle persone cis come appoggio. Quello che intendeva il ragazzo-",,
2021-02-05T21:38:51.000Z,,,"@MyItaly3 una  volta  difendevano  i  diritti  del  popolo,di  studenti,operai  ora invece  profughi  ,gay  e  trans   come  sono  finiti  male",,
2021-02-05T21:29:57.000Z,,,"@Ehi_befree @EmanueleBracco @Antonio_Caramia @svirgola2 @OpencovidM @davide_tommasin @Capobianco2005C @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @wireditalia No, i protocolli sono insufficienti perché #SARSCoV2 è un virus a trasmissione AEREA e il contagio via #aerosol è uno dei meccanismi principali di diffusione di #COVID19 (si veda @jljcolorado): è come il fumo di sigaretta, si accumula senza adeguata areazione. #CTS nega ciò!",,"[{'start': 296, 'end': 305, 'tag': 'SARSCoV2'}, {'start': 356, 'end': 364, 'tag': 'aerosol'}, {'start': 414, 'end': 422, 'tag': 'COVID19'}, {'start': 514, 'end': 518, 'tag': 'CTS'}]"
2021-02-05T21:19:10.000Z,,,"@EmanueleBracco @Antonio_Caramia @svirgola2 @FranceskoNew @OpencovidM @davide_tommasin @Capobianco2005C @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @wireditalia I protocolli sarebbero efficienti se rispettati. L’altro giorno a scuola salta fuori un positivo, la maestra in classe spiega ai bimbi che andranno in quarantena, lei e tutta la classe sono con mascherina rigorosamente abbassata e poi ci sono abbracci e baci di saluto! Io basita!",,
2021-02-05T20:05:35.000Z,,,allacciandomi all’argomento lgbt roles for lgbt actors comunque parliamo di come far interpretare il ruolo di una donna trans a eddie redmayne ovvero un uomo cis sia transfobico,,
2021-02-05T19:54:55.000Z,,,"letteralmente alle radicali non puoi fregare de meno delle persone trans, la nostra unica preoccupazione sono le donne e la liberazione dall’oppressione sistematica, non di andare a misgenderare o a lottare per i diritti delle persone trans (quello è lo scopo della comunità lgbt)",,
2021-02-05T19:52:43.000Z,,,@FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Il grafico è chiaro #SoloDAD,,"[{'start': 166, 'end': 174, 'tag': 'SoloDAD'}]"
2021-02-05T19:09:48.000Z,,,"@Farquad2 @lucaxx85 @ScuolaNoCovid @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Anche io penso che questa possa essere una chiave di lettura; comunque,ripeto,noi si prova a fare quello che si può coi dati che riusciamo ad avere: con tutti i limiti,l'obiettivo è proprio stimolare domande verso chi potrebbe rispondere 👉 @MIsocialTW @istsupsan @MinisteroSalute",,
2021-02-05T19:01:26.000Z,,,"@orbols @R00b_ @glsiviero @ilpost Ma già che il titolo sia sui diritti trans è una mistificazione della notizia. Hanno i diritti di tutti, non esiste un diritto all'autocertificazione del cambio di genere. Poi che siano abituati a impedire il dibattito accusando tutti di transfobia è un classico.",,
2021-02-05T18:46:32.000Z,,,"Grease è sessista e omofobo? Olivia Newton-John risponde alle accuse: Le accuse di omofobia derivano dalla scena della competizione di ballo, durante la quale viene dichiarato che le coppie dello stesso sesso non sono ... https://t.co/FrP8Mb3yxH",,
2021-02-05T18:20:38.000Z,,,"@lucaxx85 @FranceskoNew @ScuolaNoCovid @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta A ottobre ha iniziato a diffondersi l'obbligo delle mascherine in tutte le scuole superiori mentre alle elementari non c'era, poi in molte regioni è iniziata Dad al 50% o al 25%, poi a inizio novembre dad 100%",,
2021-02-05T18:18:29.000Z,,,"@ZaeFelis @Giorgio28018594 @catlatorre Tranne i fascisti rossi come te. Quelli sono i peggiori. Lupi travestiti, oh scusa, lupi LGBT da pecora",,
2021-02-05T18:08:12.000Z,,,"@lucaxx85 @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Nelle elementari un singolo docente sta molte ore nella stessa classe tutti i giorni, dunque in caso di positività aumenta il tempo di esposizione. Alle superiori spesso meno di un'ora a classe, magari nemmeno tutti i giorni. Questa potrebbe essere una spiegazione",,
2021-02-05T17:49:08.000Z,,,"@Capobianco2005C @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra @AzzolinaLucia Il passo logico successivo dovrebbe consistere nel tenere le scuole non chiuse ma in DaD mentre si approntano le misure necessarie per risolvere l'ovvio problema, piuttosto che mandare soldati al fronte disarmata mentre i generali discettano sull'avvio seduti in salotto.",,
2021-02-05T17:45:34.000Z,,,"@Capobianco2005C @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra @AzzolinaLucia Finalmente viene riconosciuta come ovvietà,con un cambiamento repentino rispetto al suo commento precedente in cui diceva che siamo nell'ipotesi 1). E credo che già questo cambiamento di visione, se si riuscisse a riprodurlo per i molti che la negano,sarebbe un buon risultato😊.",,
2021-02-05T17:37:21.000Z,,,"@lucaxx85 @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Di sicuro non sono comprensivi di tutti i casi e di tutte le scuole, il campione era molto ridotto all'inizio

Inoltre è clamorosa e evidente l'anomalia con i dati del report istituto di sanità su scuole che sono meno di un terzo di questi; Ne parlavo qui:
https://t.co/P6cTU807e7",,
2021-02-05T17:23:16.000Z,,,@janmestral @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra Meglio del nulla che c'è rispetto a quanto dovrebbe essere fatto per evitare focolai in caso di contagi... per chi vuol capire! Buona serata!🤨,,
2021-02-05T17:09:21.000Z,,,"tw transfobia
ancora a dire che chi è trans o usa pronomi they/them è confuso lol state zitti per una volta, non frega a nessuno delle cazzate che sparate",,
2021-02-05T16:43:50.000Z,,,"@lucaxx85 @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Io vorrei capire cosa pensi: 
Alle superiori raccolti male?

Inoltre in Italia ti ripeto le superiori partite più tardi e interrotte presto",,
2021-02-05T16:40:21.000Z,,,"@ScuolaNoCovid @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Il 1° è teaching assistants e staff, mentre il 2° teachers and leaders, quindi capirei insegnanti nel 2°. Ma non so i ruoli inglesi in effetti. 
Sul comportamento... Sai, al chiuso 5 ore filate, 1 solo metro e una mascherina chirurgica non sono cose che fan sta differenza",,
2021-02-05T16:36:18.000Z,,,"@ScuolaNoCovid @lucaxx85 @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta non sottovalutiamo i più piccoli...

https://t.co/qwZ5XcAnjp",,
2021-02-05T16:35:17.000Z,,,"@lucaxx85 @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Due aspetti:

1) Il secondo grafico è School Leaders ... cioè i presidi che è un lavoro differente
2) La scuola è un ambiente che conosco, il distanziamento e le regole sono più applicabili quando i ragazzi sono più maturi, è iniziata più tardi inoltre dal 25 si è iniziata la dad",,
2021-02-05T16:33:43.000Z,,,"@Capobianco2005C @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra Le misure attuali, prevedono solo ""periodici e frequenti ricambi d’aria"" rispettando ""diritto degli allievi a svolgere le attività didattiche in condizioni ambientali confortevoli"". Proprio quello che dico io, in effetti🙄. Chiudiamola qui, va. Saluti. https://t.co/hGFTxMUqPS",,
2021-02-05T16:30:57.000Z,,,tutto questo odio per le persone trans non lo capisco ... che lo sei anche tu e non vuoi ammetterlo ?? quello che dici sembra transfobia internalizzata per me 😂😂 https://t.co/h81AmqQWoO,,
2021-02-05T16:29:31.000Z,,,"@ScuolaNoCovid @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Beh, nel 2° grafico ""teachers"" l'incidenza tra primary e secondary è identica e molto più alta della popolazione generale. Che è quanto mi aspetto.
""raccolti male"", non so... non inseriti nei DB, non raccolti i dati o cose del genere",,
2021-02-05T16:13:04.000Z,,,"A Torino il primo corso universitario sul diritto LGBTQ+: ... Cirinnà ha riconosciuto legalmente le unioni civili tra persone dello stesso sesso, invece recentemente il tema sulla omolesbotransfobia ha richiesto ... https://t.co/2OzgnkFEmt",,
2021-02-05T16:13:03.000Z,,,"Mario Draghi, i 9 ministri pro-diritti LGBT (e non) del possibile governo: Presidente della Corte Costituzionale, dal 2011 non ha fatto altro che criticare i matrimoni tra coppie dello stesso sesso. Un ostacolo per i diritti civili. https://t.co/xVzJj2lqOw",,
2021-02-05T16:01:00.000Z,,,"@janmestral @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra Con la differenza che quelle che Lei chiama ""misure aggiuntive"" fanno già parte delle misure attuali, sia pure non basate sul rilevamento della CO2. Quelle che io chiamo ""misure aggiuntive"", necessarie per ridurre il rischio focolaio, invece, esistono solo a parole!🤨",,
2021-02-05T15:51:48.000Z,,,"@Capobianco2005C @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra Ogni attività dovrebbe essere svolta all'aperto. Ma non è possibile. E in molti contesti non lo è nemmeno ventilare sempre. Quello che dico è chiarissimo. Come è chiaro, che si tratti di misure _aggiuntive_ a test, tracing, vaccinazione, igiene etc. e non _alternative_.",,
2021-02-05T15:49:49.000Z,,,@Capobianco2005C @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra Dove ho scritto che ventilare in funzione di valore CO2 è preferibile a ventilazione continua?,,
2021-02-05T15:35:48.000Z,,,"@janmestral @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra Cioè Lei propone di #ventilare guardando la CO2 e di informare dell'importanza di #ventilare... come alternativa alla raccomandazione di #ventilare sempre! Bene... io, invece, dico che serve anche altro! Veda un po' Lei!🤔
https://t.co/7BG09FKavs",,"[{'start': 217, 'end': 227, 'tag': 'ventilare'}, {'start': 279, 'end': 289, 'tag': 'ventilare'}, {'start': 334, 'end': 344, 'tag': 'ventilare'}]"
2021-02-05T15:32:47.000Z,,,"Non è il matrimonio il Problema ma la mentalità e la stipulazione patriarcale che c'è dietro, non iniziamo a demonizzare una unione civile dato che essa contiene anche persone dello stesso sesso ed è un obiettivo di diritti in molti paesi.",,
2021-02-05T15:23:45.000Z,,,"@Capobianco2005C @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra Certo, poi c'è sempre il metodo ""testa sotto la sabbia"". Ma aver ignorato e ignorare negligentemente le montagne di evidenza scientifica sui pericoli della trasmissione aerosol e continuare a non informare la gente e non fare nulla, dovrebbe riguardare il codice penale.",,
2021-02-05T15:22:09.000Z,,,"@Capobianco2005C @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra Variazione media numero casi in funzione tempo permanenza, ventilazione e concentr. CO2. 
30 persone in 150m2 (1,7 m2/persona). Tassi di generazione di quanti virali: 1, 10 e 100 quanti/ora. 
Fonte: Scientific Advisory Group for Emergencies (SAGE) UK. 
https://t.co/wGI8JfXuWL https://t.co/YGvfqujaDa",,
2021-02-05T15:21:27.000Z,,,"@Capobianco2005C @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra Non è sufficiente. Aprire scuole (e andare in ufficio) con CO2 a 2000 ppm = respirare molta aria espirata da altri. Anche con mascherine. Monitorare CO2, ventilare quando &gt; 800 ppm, purificare aria e, sopratutto, INFORMARE cittadini su pericoli è fattibile e non più rinviabile.",,
2021-02-05T15:16:56.000Z,,,@vi__enne @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta ah quindi quei dati sono la somma dei questionari compilati a quel livello (dirigente scolastico? perdona la mia totale ignoranza del sistema) e raccolti settimanalmente. Parla di correzioni. Il dubbio che mi sto facendo venire e` su eventuali errori in quell'incidenza altissima.,,
2021-02-05T14:56:34.000Z,,,"@FranceskoNew @ScuolaNoCovid @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Però qua la salita nel 1° ciclo ma limitatissima nel 2° ciclo s'è vista nel periodo in cui erano aperte le superiori. Per quello come 1a ipotesi mi vengono ""dati mal raccolti""",,
2021-02-05T14:13:53.000Z,,,"@FranceskoNew @dasnake @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Questa la comunicazione con cui e' stato istituito il monitoraggio
https://t.co/5MLuVX3t90 https://t.co/PcZxtzaTRw",,
2021-02-05T14:09:34.000Z,,,"@dasnake @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Non lo so. Ma da quello che ho capito, da nessuna parte, in Italia, il sistema di testing ha lavorato a campione, ma solo inseguendo (con estrema fatica!) i positivi e i loro contatti.

cc @vi__enne",,
2021-02-05T14:03:39.000Z,,,"@ScuolaNoCovid @lucaxx85 @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta La mia chiave interpretativa è che i docenti cominciano ad ammalarsi più degli altri poco dopo inizio scuola: poi II ciclo va rapidamente in DAD quasi ovunque, mentre il I no (e alle elementari nemmeno la mascherina). I dati li trovi ai link indicati. Di sicuro è da approfondire.",,
2021-02-05T14:02:01.000Z,,,@FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Dalla lettera del ministero a wired si capisce che questi sono dati di un monitoraggio. Qualcuno sa come funzionava nella pratica questo monitoraggio? Sono asintomatici testati a campione o e` una raccolta di dati di persone risultate positive perche` sintomatiche o contatto?,,
2021-02-05T14:01:24.000Z,,,"@Nclosing123 @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra @AzzolinaLucia PS: le rivelo un ""segreto""... allo stato attuale dell'epidemia in Italia la probabilità di passaggio di un #positivo in una qualunque classe con il passare del tempo arriva agevolmente al 100%. Ma non significa automaticamente #contagio e non significa automaticamente #focolaio!",,"[{'start': 320, 'end': 329, 'tag': 'positivo'}, {'start': 440, 'end': 449, 'tag': 'contagio'}, {'start': 482, 'end': 491, 'tag': 'focolaio'}]"
2021-02-05T14:00:34.000Z,,,@mascaweb @lucaxx85 @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Bisogna chiedere a @MIsocialTW  e @istsupsan di disaggregare i dati,,
2021-02-05T13:56:32.000Z,,,@lucaxx85 @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Forse bisogna considerare la diversa forma di promiscuità fisica tra bambini piccoli (6-10) e ragazzi più grandi. Hanno comportamenti molto diversi...,,
2021-02-05T13:41:55.000Z,,,"@davide_tommasin @OpencovidM @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan Figuriamoci se non sono a favore di #opendata. Ma per quanto ""open"" potranno riportare solo ciò che contengono: la fotografia di una situazione risultato di una pessima azione di ""contenimento""... che avrebbe invece bisogno di dati che non si raccolgono o si raccolgono tardi!🤨",,"[{'start': 234, 'end': 243, 'tag': 'opendata'}]"
2021-02-05T13:36:22.000Z,,,"@FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta invece è del tutto insensato confrontare l'incidenza per gli insegnati con la popolazione, dato che (1) si suppone che questi ne facciano parte, (2) il confronto andrebbe fatto con altre tipologie di lavoratori esposti a contatti.",,
2021-02-05T13:35:38.000Z,,,"@FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta non ho guardato le fonti, chiedo se i dati dei docenti sono normalizzati rispetto ai totali nei diversi cicli? perchè altrimenti il confronto non ha senso.",,
2021-02-05T13:31:42.000Z,,,"@Nclosing123 @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra @AzzolinaLucia E una volta riconosciuta questa ovvietà, cosa si vuole fare?
Creare le condizioni per controllarlo quel contagio, e contribuire a tenere la scuola aperta, oppure rinunciare per manifesta incapacità e decidere di chiudere? La vera questione è tutta qui! 🤨",,
2021-02-05T13:22:14.000Z,,,"@davide_tommasin @FranceskoNew @Antonio_Caramia @svirgola2 @OpencovidM @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @wireditalia Di fatto ""chi di competenza"" è strettamente legato a ""chi deve fare cosa"". E, per quanto riguarda ""ridurre la probabilità di focolai scolastici"", ancora oggi è chiaro che ""chi di competenza"" non sta facendo ciò che ""deve fare"" nella misura in cui ""potrebbe farlo""!🤨",,
2021-02-05T13:07:25.000Z,,,"@EmanueleBracco @Antonio_Caramia @svirgola2 @FranceskoNew @OpencovidM @davide_tommasin @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @wireditalia Mai pensato che fossero responsabili bimbi, fratellini o zie... 🤔",,
2021-02-05T12:58:18.000Z,,,"@lucaxx85 @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta No. Dal momento che non c'è stata nessuna razionalità nei dati o aderenza scientifica nelle scelte che ha operato sulla #Scuola il #CTS !

Necessaria più Scienza e meno politica!
https://t.co/NyMiV6netv",,"[{'start': 276, 'end': 283, 'tag': 'Scuola'}, {'start': 287, 'end': 291, 'tag': 'CTS'}]"
2021-02-05T12:49:18.000Z,,,"@FranceskoNew @Capobianco2005C @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @AvvocatoGuerra @AzzolinaLucia Infatti il punto cruciale, a mio avviso, è proprio questo: non conta quanto docenti e studenti possano stare attenti, seguire alla lettera il protocollo indicato dal Ministero della Salute, il contagio per aerosol, in mancanza di altre misure, è sempre possibile!",,
2021-02-05T12:33:51.000Z,,,"@Capobianco2005C @OpencovidM @davide_tommasin @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @wireditalia A me sembra piuttosto che i dati sugli insegnanti qui analizzati dicano che è stato impossibile proteggersi dal contagio, cioè siamo già nella 3) nonostante studenti e docenti abbiano fatto la loro parte,e che l'unica misura che corrisponde alla fase calante è quella in DaD.",,
2021-02-05T12:23:26.000Z,,,"@Capobianco2005C @OpencovidM @davide_tommasin @FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @wireditalia Scusi ma potrebbe chiarire come è arrivato alla conclusione 1)? Stiamo dicendo,se ho ben capito, che i dati non ci sono, quei pochi mostrano trend crescente dopo apertura scuola soprattutto tra docenti...e la conclusione è che abbiamo ridotto la probabilità di contagio?🧐🤔",,
2021-02-05T12:21:11.000Z,,,"@Capobianco2005C @Antonio_Caramia @svirgola2 @FranceskoNew @OpencovidM @davide_tommasin @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta @MIsocialTW @istsupsan @wireditalia Per carità, qui non si accusa nessuno. E' un paese. Basta avere un fratellino all'asilo e si ammala anche il primogenito alla primaria, la cui zia insegna alle medie etc etc. Il virus corre veloce, lo sappiamo, e un bimbo è un bimbo (anche se spesso più compliant di un nonno!)",,
2021-02-05T12:16:08.000Z,,,@FranceskoNew @Antonio_Caramia @WRicciardi @p_finocchiaro @marcocattaneo @diabolicus23 @LMtredici @ondatait @aborruso @GiorgiaLodi @Cartabellotta Sta differenza estrema tra 1° e 2° ciclo però non si spiega.... C'è un qualche sanity check sui dati? Anche perchè se è così... prossimo lockdown superiori aperte e elementari chiuse?,,
