created_at,user.name,user.description,text,extended_tweet.full_text,entities.hashtags
Fri Jan 01 12:43:31 +0000 2021,peccato che sei una medusa 🐙,"she/her ~fangirl ~ ravenclaw~ feminist~ equal/human rights supporter
*safe space for y'all* |Lots of OTPs||TVshow addicted||BTS|",Samantha De Grenet e la sua solita omofobia sottolinea che Tommaso travestito con la parrucca bionda e la barba era… https://t.co/SZz6BTmPbj,"Samantha De Grenet e la sua solita omofobia sottolinea che Tommaso travestito con la parrucca bionda e la barba era un mostro. Non si smentisce mai sta fascio leghista 🤢 ringraziamo sempre chi l'ha votata con il 18% 🤢

Menomale che Stefania ha detto che era bellissimo.
 #gfvip",[]
Fri Jan 01 15:13:09 +0000 2021,giulia 🗡,piango un sacco e guardo film,Eccoci live con una tisana al finocchio a guardare Orgoglio e Pregiudizio,,[]
Fri Jan 01 16:47:21 +0000 2021,joi,biotech student // nonbinary - they/them,@nongiocoabocce @shukumeii abbiamo tutti transfobia interiorizzata e l'unico modo di superarla é ascoltando altre p… https://t.co/m9GZVB6MeU,"@nongiocoabocce @shukumeii abbiamo tutti transfobia interiorizzata e l'unico modo di superarla é ascoltando altre persone trans invece di dove mettere i paletti su dove inizia e finisce il vostro supporto. Nessuno ti ha dato del mostro, ma se ti rifiuti di essere inclusiva la gente due domande te le fa",[]
Fri Jan 01 23:33:14 +0000 2021,Cercando di sconfiggere lo status quo,"Regista professionista di film mentali🎥
Premio miglior regia di castelli in aria 2019-20🎬
Sposato non ufficialmente con il tiramisù nel frigorifero💒✿
He/him",@stodormendoo Parla della comunità lgbt+ urban ed entra nel mondo trans e gay in un modo diverso da come possono fa… https://t.co/5z2iPS091y,"@stodormendoo Parla della comunità lgbt+ urban ed entra nel mondo trans e gay in un modo diverso da come possono fare altre serie, riesci proprio a sentire le esperienze dei personaggi e le loro emozioni. Riesce a denunciare l'emarginazione sociale e la discriminaziond in modo perfetto",[]
Sat Jan 02 09:33:34 +0000 2021,LO SPIRITO DEL NATALE🎄🎅🏼🤶🏼,Tommy Shelby Stan account 🧚🏻‍♀️ she/her,"@anarchogothfem Aiuto, quindi una donna trans non può sentirsi femminista radicale perché ha transfobia interiorizz… https://t.co/SFTEj7nt2e","@anarchogothfem Aiuto, quindi una donna trans non può sentirsi femminista radicale perché ha transfobia interiorizzata? Ma sono seri? Ma lo sanno che le terf comprendono solo un gruppo del femminismo radicale e che le rad fem non sono tutte terf?",[]
Sat Jan 02 15:30:12 +0000 2021,Anastasija 🎄🎆,"♌, 22 anni. Laureata in pubblica amministrazione(SAPP). *Non sono una persona in*",@uffchenoia @ssaraexposs Altrimenti è come dire che i baci tra persone dello stesso sesso stimolano l'omofobia come… https://t.co/6z3fpwAuqA,"@uffchenoia @ssaraexposs Altrimenti è come dire che i baci tra persone dello stesso sesso stimolano l'omofobia come dicevano veneziano e bettarini. Raga, rendiamoci conto che non è così. Tra l'altro, anche dayane ha dato della troia a Franceska e Franceska ha dato della madre di merda a D",[]
Sat Jan 02 17:48:48 +0000 2021,murphy,he\they · isfp · nd · bi × ceo of trans keith × constantly bored,"il sessismo sì, la transfobia no

con il nostro metodo si risolve tutto però no perché lo fanno i TrAnS KaTTiVi MiS… https://t.co/IJkJehkCHo","il sessismo sì, la transfobia no

con il nostro metodo si risolve tutto però no perché lo fanno i TrAnS KaTTiVi MiSoGiNi",[]
Sat Jan 02 18:48:21 +0000 2021,Kam 🏳️‍🌈 BUON ANNO MOOTS ♡,♿️ · he/them - nonbinary & pansexual · ITA/ENG · To get there · lazy nerd · 25 · ☉ ♋︎ / ☾ ♊︎ / ↑ ♌︎ · IAMX · #SquiddleFam · ♡ @IthurielGoshi ★,"tw // cancellazione trans ; transfobia

Il mio ragazzo ha da poco iniziato a guardare i gameplay di Cyberpunk 2077… https://t.co/pA0MDz50r5","tw // cancellazione trans ; transfobia

Il mio ragazzo ha da poco iniziato a guardare i gameplay di Cyberpunk 2077 e un giorno tutto entusiasta mi manda uno screen che mostra una macchina con una bandiera trans sul retro. ""Ci sarà un pg trans!"", pensiamo.
Ci prendiamo, c'è. https://t.co/fD1CcCrhEL",[]
Sun Jan 03 10:53:51 +0000 2021,Gianmarco Capogna 🏳️‍🌈,"Transfemminista, attivista #LGBTI. Comitato Scientifico di @PossibileIt. Portavoce di @PossibileLGBTI 🏳️‍🌈 #TransAlly | he/him. Scrivo su @QueerMagazineIt.","In questa puntata di #DomenicaQueer ho scelto di parlarvi di Lucy, donna trans del 1924 che è sopravvissuta al camp… https://t.co/Ym2eLIpXS5","In questa puntata di #DomenicaQueer ho scelto di parlarvi di Lucy, donna trans del 1924 che è sopravvissuta al campo di concentramento di Dachau. La sua storia è sta descritta come ""il secolo breve visto con occhi diversi"", un piccolo cimelio da conservare nella nostra memoria.","[{'text': 'DomenicaQueer', 'indices': [21, 35]}]"
Sun Jan 03 17:12:11 +0000 2021,mia 🦕,19/sapphic and vegan 💖 she/her,@Oldaa98 @nadirthequeer @punxcatalyst (e secondo te una donna trans è contenta di rischiare la propria vita per pot… https://t.co/aUtCOEixQN,@Oldaa98 @nadirthequeer @punxcatalyst (e secondo te una donna trans è contenta di rischiare la propria vita per poter sopravvivere? secondo te perché fa questo lavoro? forse perché in quanto donna trans non riesce a trovare un posto di lavoro adeguato??),[]
Sun Jan 03 17:15:02 +0000 2021,LP⭐,"~ Live a life you will remember ~

     

@rorykramer / L.P / 🔴⚫","@miawantspasta @nadirthequeer @punxcatalyst Per me donna trans non è uguale a prostituta.
Sotto casa mia si incontr… https://t.co/ioVWLXWYhd","@miawantspasta @nadirthequeer @punxcatalyst Per me donna trans non è uguale a prostituta.
Sotto casa mia si incontrano davvero i trans.
Però continua a dire cose senza sapere nulla di me 🤡🤡🤡",[]
Mon Jan 04 11:47:13 +0000 2021,Antonio Caramia,"Ingegnere gestionale, Consulente di direzione, ICT Manager, Responsabile Organizzazione e Sistemi Informativi",@FranceskoNew @WRicciardi @Cartabellotta @RobertoBurioni @marcocattaneo @p_finocchiaro @bicidiario @orfini… https://t.co/CPc9USZCzy,"@FranceskoNew @WRicciardi @Cartabellotta @RobertoBurioni @marcocattaneo @p_finocchiaro @bicidiario @orfini @F_Boccia @AndreaOrlandosp @nzingaretti @pdnetwork @ProfLopalco @MassimoGalli51 @CatalfoNunzia @NFratoianni @AnnaAscani @s_brusaferro Non c'è un solo indicatore in miglioramento e gli ospedali sono decisamente oltre le soglie di occupazione definite per Terapie Intensive ed Area Medica dallo stesso Governo... Non ho parole... 
https://t.co/mWBxmcCJoq",[]
Mon Jan 04 11:54:43 +0000 2021,Simone Alliva,"Giornalista. Scrivo cose che forse hai letto: ""L'Espresso"", HuffPost Italia, Adnkronos (Interni-Giustizia), Esquire. Un libro ""Caccia All'Omo"" (Fandango Libri)","2020, i numeri dell'#omotransfobia
156 casi.
Ma è solo la punta dell'iceberg. Perché non si denuncia o perché non v… https://t.co/26fvuffsiZ","2020, i numeri dell'#omotransfobia
156 casi.
Ma è solo la punta dell'iceberg. Perché non si denuncia o perché non vengono catalogati come tali. 
7 persone trans morte. 
44 insulti, minacce, estorsioni. 
42 aggressioni
26 atti vandalici. 
18 discriminazioni in prossimità","[{'text': 'omotransfobia', 'indices': [20, 34]}]"
Mon Jan 04 14:24:23 +0000 2021,a fa',sono in armonia con il mondo come la spazzatura con il secchio (Mick Brisgau),@FranceskoNew @WRicciardi @Cartabellotta @RobertoBurioni @marcocattaneo @Antonio_Caramia @p_finocchiaro @bicidiario… https://t.co/2dhYGq39Ds,"@FranceskoNew @WRicciardi @Cartabellotta @RobertoBurioni @marcocattaneo @Antonio_Caramia @p_finocchiaro @bicidiario @orfini @F_Boccia @AndreaOrlandosp @nzingaretti @pdnetwork @ProfLopalco @MassimoGalli51 @CatalfoNunzia @NFratoianni @AnnaAscani @s_brusaferro C’è da essere allibiti,sottovalutano in maniera https://t.co/FcY2GeCfjs li gurdano i dati Inglesi?boh.",[]
Mon Jan 04 15:40:37 +0000 2021,dodoardo sin miedo,Sza stan https://curiouscat.qa/jojoardo,"@kaattchu Rosa e azzurro, trans pride period",,[]
Mon Jan 04 17:21:31 +0000 2021,Nazaria73,,@FranceskoNew @WRicciardi @Cartabellotta @gianlucac1 @gianlucaguidi @MassimoGalli51 @p_finocchiaro @Antonio_Caramia… https://t.co/imvZT8s4f0,"@FranceskoNew @WRicciardi @Cartabellotta @gianlucac1 @gianlucaguidi @MassimoGalli51 @p_finocchiaro @Antonio_Caramia @giorgiogilestro @robersperanza @szampa56 @AnnaAscani @MassimGiannini @MilaSpicola @Ciribini @ProfLopalco @fattoquotidiano @wireditalia @DomaniGiornale Sembra che si sia ricreduto...🤔 

https://t.co/4MfRgBgXtb",[]
Mon Jan 04 17:35:44 +0000 2021,stefania conti 🇪🇺 🖖🏼,I have no special talent. I am only passionately curious. Albert Einstein,@FranceskoNew @Nclosing123 @WRicciardi @Cartabellotta @gianlucac1 @gianlucaguidi @MassimoGalli51 @p_finocchiaro… https://t.co/GWPKorT8al,@FranceskoNew @Nclosing123 @WRicciardi @Cartabellotta @gianlucac1 @gianlucaguidi @MassimoGalli51 @p_finocchiaro @Antonio_Caramia @giorgiogilestro @robersperanza @szampa56 @AnnaAscani @MassimGiannini @MilaSpicola @Ciribini @ProfLopalco @fattoquotidiano @wireditalia @DomaniGiornale @dariofrance @antonellaviol17 @AzzolinaLucia @istsupsan @s_brusaferro @preglias @ippolitoroma @marcocattaneo @danielebanfi83 @pdnetwork @NFratoianni @Mov5Stelle @GiovaQuez Ehhh quello che penseremo noi fra poco se continuano a fare gli struzzi,[]
Mon Jan 04 17:35:48 +0000 2021,Gianluca Guidi 🌊,"Actor, Singer, Director, Musician; Fantasista Milanese! Di Romana Adozione! Di Borbonica Indole!",@FranceskoNew @Nclosing123 @WRicciardi @Cartabellotta @gianlucac1 @MassimoGalli51 @p_finocchiaro @Antonio_Caramia… https://t.co/6bbDBLg3PH,@FranceskoNew @Nclosing123 @WRicciardi @Cartabellotta @gianlucac1 @MassimoGalli51 @p_finocchiaro @Antonio_Caramia @giorgiogilestro @robersperanza @szampa56 @AnnaAscani @MassimGiannini @MilaSpicola @Ciribini @ProfLopalco @fattoquotidiano @wireditalia @DomaniGiornale @dariofrance @antonellaviol17 @AzzolinaLucia @istsupsan @s_brusaferro @preglias @ippolitoroma @marcocattaneo @danielebanfi83 @pdnetwork @NFratoianni @Mov5Stelle @GiovaQuez Qualcuno spieghi a #miozzo che semmai fosse vero è perché abbiamo chiuso tutto .. appena riaprono..,[]
Mon Jan 04 17:37:10 +0000 2021,Francesco,,@gianlucaguidi @Nclosing123 @WRicciardi @Cartabellotta @gianlucac1 @MassimoGalli51 @p_finocchiaro @Antonio_Caramia… https://t.co/5Ktj58m0rW,"@gianlucaguidi @Nclosing123 @WRicciardi @Cartabellotta @gianlucac1 @MassimoGalli51 @p_finocchiaro @Antonio_Caramia @giorgiogilestro @robersperanza @szampa56 @AnnaAscani @MassimGiannini @MilaSpicola @Ciribini @ProfLopalco @fattoquotidiano @wireditalia @DomaniGiornale @dariofrance @antonellaviol17 @AzzolinaLucia @istsupsan @s_brusaferro @preglias @ippolitoroma @marcocattaneo @danielebanfi83 @pdnetwork @NFratoianni @Mov5Stelle @GiovaQuez Fa impressione vero?
...chi sta guidando?
E, soprattutto, dove stiamo andando? https://t.co/9egGIjRmHe",[]
Mon Jan 04 17:48:05 +0000 2021,Roberto Bargetto,"PhD candidate in Operations Research,
Software Engineer, #orms, #algorithms, #optimization, #scheduling

Coffee and tea lover",@FranceskoNew @WRicciardi @Cartabellotta @gianlucac1 @gianlucaguidi @MassimoGalli51 @p_finocchiaro @Antonio_Caramia… https://t.co/1llRzxazbN,@FranceskoNew @WRicciardi @Cartabellotta @gianlucac1 @gianlucaguidi @MassimoGalli51 @p_finocchiaro @Antonio_Caramia @giorgiogilestro @robersperanza @szampa56 @AnnaAscani @MassimGiannini @MilaSpicola @Ciribini @ProfLopalco @fattoquotidiano @wireditalia @DomaniGiornale Se è come dice lui allora siamo fregati. Non è che passato il Natale le persone si danno una calmata e diventano avvedute tutto d'un colpo.,[]
Mon Jan 04 18:03:18 +0000 2021,Gianluca Guidi 🌊,"Actor, Singer, Director, Musician; Fantasista Milanese! Di Romana Adozione! Di Borbonica Indole!",@RBargetto @FranceskoNew @WRicciardi @Cartabellotta @gianlucac1 @MassimoGalli51 @p_finocchiaro @Antonio_Caramia… https://t.co/vgetBZd3QC,@RBargetto @FranceskoNew @WRicciardi @Cartabellotta @gianlucac1 @MassimoGalli51 @p_finocchiaro @Antonio_Caramia @giorgiogilestro @robersperanza @szampa56 @AnnaAscani @MassimGiannini @MilaSpicola @Ciribini @ProfLopalco @fattoquotidiano @wireditalia @DomaniGiornale I proclami ... inverosimili al netto di quanto accade in Europa e nel. Mondo,[]
Mon Jan 04 21:33:04 +0000 2021,Chiara ◟̽◞̽,"“Love is our true destiny. We don't find the meaning of life by ourselves alone, we find it with another.”","COMUNQUE sono qui per parlare bene di Mario: 
Il suo discorso di ieri contro la transfobia e della sua migliore ami… https://t.co/yMXPuZil4C","COMUNQUE sono qui per parlare bene di Mario: 
Il suo discorso di ieri contro la transfobia e della sua migliore amica trans è stato toccante, per me merita di stare nella casa💖💋💕👑💘
#gfvip",[]
Tue Jan 05 00:40:13 +0000 2021,Bimba di GZ (Gilda Zorzi),Ariete ascendente esaurita,Cecilia che infinocchia Carlotta convincendola a votare mtr e poi lavarsene le mani. MA CHE POTENZA È? Ma che gioco… https://t.co/WZ86Bo6491,Cecilia che infinocchia Carlotta convincendola a votare mtr e poi lavarsene le mani. MA CHE POTENZA È? Ma che gioco assurdo! Genio. Genio! #gfvip,[]
Tue Jan 05 01:19:02 +0000 2021,SNK 新日本企画,,"Cecilia ha infinocchiato Carlotta sulle nomination!!!
Voglio vedere se Carlotta non chiede spiegazioni
Se Tommaso r… https://t.co/NX6vMpBb1R","Cecilia ha infinocchiato Carlotta sulle nomination!!!
Voglio vedere se Carlotta non chiede spiegazioni
Se Tommaso rivelava a Carlotta le prese in giro 
di Cecilia verso di lei, l'avrebbe nominata stasera
e non a Maria Teresa alla quale ha chiesto scusa
#GFVIP #RosalemiDellisola",[]
Tue Jan 05 14:11:54 +0000 2021,Gianfranco⭐⭐⭐,La legge le regole l onore,@mircoDmirco Perché ci stanno i Froci che attentavano all onore di Penelope? È omofobia 😁😁😁😁 https://t.co/q5eqd1INxF,,[]
Tue Jan 05 15:49:57 +0000 2021,Alessandro Cossu 🚲,"Qualche volta scrivo cose intelligenti, ma a caso. Economista dei trasporti prestato alla comunicazione. E non vogliono restituirmi.",@FranceskoNew @WRicciardi @Cartabellotta @Ciribini @sapomnia @Rb_Bat @p_finocchiaro @marcocattaneo @alexcorlazzoli… https://t.co/YV0VtP7cco,"@FranceskoNew @WRicciardi @Cartabellotta @Ciribini @sapomnia @Rb_Bat @p_finocchiaro @marcocattaneo @alexcorlazzoli @VenturelliF_MD @giorgi_rossi @robersperanza @szampa56 @AnnaAscani @Sen_Pedica @orfini @sandrasavaglio @antonellaviol17 @BarberiRiccardo @RobiVil @corzunino @ninospirli Il problema è questa segmentazione di dati, e la mancanza di molti altri, ma soprattutto la poca capacità di prendere decisioni ""ritagliate"" sulle reali condizioni degli istituti e della possibilità reale di organizzare davvero distanziamento e areazione.",[]
Tue Jan 05 15:51:21 +0000 2021,Alessandro Cossu 🚲,"Qualche volta scrivo cose intelligenti, ma a caso. Economista dei trasporti prestato alla comunicazione. E non vogliono restituirmi.",@FranceskoNew @WRicciardi @Cartabellotta @Ciribini @sapomnia @Rb_Bat @p_finocchiaro @marcocattaneo @alexcorlazzoli… https://t.co/InTjM4Mq0q,"@FranceskoNew @WRicciardi @Cartabellotta @Ciribini @sapomnia @Rb_Bat @p_finocchiaro @marcocattaneo @alexcorlazzoli @VenturelliF_MD @giorgi_rossi @robersperanza @szampa56 @AnnaAscani @Sen_Pedica @orfini @sandrasavaglio @antonellaviol17 @BarberiRiccardo @RobiVil @corzunino @ninospirli d'altronde nella anagrafe dell'edilizia scolastica, ogni regione continua a caricare dati come vuole...
Chiudo con una considerazione: oltre al dato del contagio intramurario, studi sull'incidenza delle infezioni ""di ritorno da scuola"", cioè alle famiglie?",[]
Tue Jan 05 16:01:50 +0000 2021,Francesco,,@alcossu @WRicciardi @Cartabellotta @Ciribini @sapomnia @Rb_Bat @p_finocchiaro @marcocattaneo @alexcorlazzoli… https://t.co/wc37WFPucg,"@alcossu @WRicciardi @Cartabellotta @Ciribini @sapomnia @Rb_Bat @p_finocchiaro @marcocattaneo @alexcorlazzoli @VenturelliF_MD @giorgi_rossi @robersperanza @szampa56 @AnnaAscani @Sen_Pedica @orfini @sandrasavaglio @antonellaviol17 @BarberiRiccardo @RobiVil @corzunino @ninospirli Purtroppo per l'Italia i dati son quel che sono. Oltre ad alcuni lavori su Nature o Lancet che stimano contributo scolastico alla diffusione pandemica, e studi di dettaglio con tracciamento contagi (si vedaa @DrZoeHyde), molto utile lo studio Pasteur
👇
https://t.co/ImB96zUM1d",[]
Tue Jan 05 16:17:29 +0000 2021,docdrugztore,PhD en Littératures Modernes et Études Philologiques-Linguistiques / je cherche correspondances / https://www.eyeem.com/u/39280,@FranceskoNew @alcossu @WRicciardi @Cartabellotta @Ciribini @sapomnia @Rb_Bat @p_finocchiaro @marcocattaneo… https://t.co/sliL9Hgkkk,"@FranceskoNew @alcossu @WRicciardi @Cartabellotta @Ciribini @sapomnia @Rb_Bat @p_finocchiaro @marcocattaneo @alexcorlazzoli @VenturelliF_MD @giorgi_rossi @robersperanza @szampa56 @AnnaAscani @Sen_Pedica @orfini @sandrasavaglio @antonellaviol17 @BarberiRiccardo @RobiVil @corzunino @ninospirli @DrZoeHyde Ci sono i dati del SAGE per l’Inghilterra, pubblicati il 31 dicembre.",[]
Tue Jan 05 16:52:09 +0000 2021,marti ® || draco malfoy stan acc,"#𝐃𝐑𝐀𝐂𝐎:”nobody notices your sorrow,your pain. but everyone notices your mistakes” || she/her || @softdrvco ♡ ||@bblair_wwaldorf ♡ ||","tom felton non è transfobico, ma ha anche difeso le persone trans e ha detto che supporta lgbt, quindi per favore,… https://t.co/LNCtSCU0lh","tom felton non è transfobico, ma ha anche difeso le persone trans e ha detto che supporta lgbt, quindi per favore, cresci e smettila di parlare di lui.
ah e a tutte le persone nei commenti che sono d’accordo: FATE SCHIFO!",[]
Wed Jan 06 00:32:49 +0000 2021,gAbbAAAA,Non rifletterci troppo è una cosa da prendere alla leggera,quando ariveranno i trans che twitteranno pensando di avere gli stessi diritti delle persone normali sarà finita #LGBT #Trans,,"[{'text': 'LGBT', 'indices': [113, 118]}, {'text': 'Trans', 'indices': [119, 125]}]"
Wed Jan 06 10:04:16 +0000 2021,Francesco,,@alcossu @docdrugztore @WRicciardi @Cartabellotta @Ciribini @sapomnia @Rb_Bat @p_finocchiaro @marcocattaneo… https://t.co/7FnrCHFaaz,"@alcossu @docdrugztore @WRicciardi @Cartabellotta @Ciribini @sapomnia @Rb_Bat @p_finocchiaro @marcocattaneo @alexcorlazzoli @VenturelliF_MD @giorgi_rossi @robersperanza @szampa56 @AnnaAscani @Sen_Pedica @orfini @sandrasavaglio @antonellaviol17 @BarberiRiccardo @RobiVil @corzunino @ninospirli @DrZoeHyde Per conoscenza
👇
https://t.co/lkRxvRawmS",[]
Wed Jan 06 17:48:09 +0000 2021,Tempoepaja ,"La vita é un viaggio, chi viaggia vive due volte.",@sonoallergico @lcargnel Trump dice che hanno rubato anche i ballottaggi. 😂😂 se è così facile infinocchiarlo meglio… https://t.co/TBhxg0wAQm,@sonoallergico @lcargnel Trump dice che hanno rubato anche i ballottaggi. 😂😂 se è così facile infinocchiarlo meglio che vada a giocare a bocce. Anche per un problema di sicurezza nazionale.,[]
Wed Jan 06 23:43:04 +0000 2021,:-),brilla brilla nella tasca bacio bacio bacio,forse non fa queerbaiting forse è finocchio e basta https://t.co/dAZnUAXCzd,,[]
Thu Jan 07 00:05:54 +0000 2021,hewan,"21, Italy","manifestanti pacifi di BLM rivendicano i loro diritti: la polizia spara.
terroristi travestiti da gnu sfondano le p… https://t.co/EJu0k448oz","manifestanti pacifi di BLM rivendicano i loro diritti: la polizia spara.
terroristi travestiti da gnu sfondano le porte di Capitol Hill: la polizia si fa i selfie con loro.
#CapitolHill #USA #Elections2020 #whiteprivilege #DonaldTrumpIsATerrorist",[]
Thu Jan 07 09:04:33 +0000 2021,Gianfranco Cei,"Ex Funzionario P.A. ( 3 anni ed 8 mesi nel settore privato e 39 anni nella Pubblica Amministrazione ) Sovranista come Regno Unito,Svizzera,Norvegia","soprattutto i diritti dei froci a fare figli, avere le tette ed avere le mestruazioni, come le donne",,[]
Thu Jan 07 09:22:30 +0000 2021,sugar mungus ⁷🦄✨,"piccola falena schifosa + stronza orribile + soldatina -

ship antis statemi lontanx siete scemx

• 

she//her

•","tw / transfobia 

con questa ho avuto un po' di tempo fa una discussione in cui cercavo di farle capire perché una… https://t.co/h02qPfIkJE","tw / transfobia 

con questa ho avuto un po' di tempo fa una discussione in cui cercavo di farle capire perché una taegi che aveva scritto fosse sbagliata. questa taegi parlava di t43 ragazza trans e y00ng1 che lo ""cura"". buongiorno. curatevi.",[]
Thu Jan 07 09:25:26 +0000 2021,sugar mungus ⁷🦄✨,"piccola falena schifosa + stronza orribile + soldatina -

ship antis statemi lontanx siete scemx

• 

she//her

•","tw / transfobia

tempo fa ho avuto una discussione con questa: cercavo di farle capire cosa ci fosse di sbagliato n… https://t.co/Ym4zjsNofQ","tw / transfobia

tempo fa ho avuto una discussione con questa: cercavo di farle capire cosa ci fosse di sbagliato nella sua taegi dove t43 che nella ff è una ragazza trans viene ""curata"" da y00ng1 e ""ritorna"" ad essere un ragazzo cosicché possano scopare. buongiorno. curatevi.",[]
Thu Jan 07 19:19:37 +0000 2021,S.,"Somewhere in the end we're all insane                      
|Dal 26.08.2020 guido il carro di Lynn Gunn solista| CVLT - 🔴⚫ - 🏳️‍🌈 | she/her | @gunntomyhead |","Appena ritrovata questa foto e:
1) quanto sono froci4?
2) mi mancano i miei amici
3) mi mancano i pride
4) quanto e… https://t.co/7v26z3nugj","Appena ritrovata questa foto e:
1) quanto sono froci4?
2) mi mancano i miei amici
3) mi mancano i pride
4) quanto ero felice?🥺
5) send gattini che mi è presa la nostalgia https://t.co/emorlHG807",[]
Thu Jan 07 21:19:44 +0000 2021,alex • 26/01 ❄️,"your local queer pagan. multifandom. devoted to kpop girl group dreamcatcher.   📚:  IT by stephen king.   🎥:  steven universe, fma-b, btvs.","tw // transfobia

bloccate e riportate in massa :) se invece difendete una persona che misgendera appositamente le… https://t.co/tmce3wl9J2","tw // transfobia

bloccate e riportate in massa :) se invece difendete una persona che misgendera appositamente le donne trans solo perché è donna e/o lesbica allora bloccate me, il femminismo non è tale se non trans inclusivo :) https://t.co/g259PNhHju",[]
Fri Jan 08 10:11:50 +0000 2021,ً marti ⌗,#우영 : let it shine !,"@_gl_oria_ cuore i trans fanno parte della comunità LGBT+ e quindi della parte discriminata, la parte che ho “””att… https://t.co/Dbesf24SWs","@_gl_oria_ cuore i trans fanno parte della comunità LGBT+ e quindi della parte discriminata, la parte che ho “””attaccato””” é esclusivamente privilegiata quindi non ci sono problemi",[]
Fri Jan 08 17:37:42 +0000 2021,Caap,Fifa player,@Sxctive Con sta foto e sta stellina a gaypride qui raccatti solo trans stai bono,,[]
Sat Jan 09 10:07:02 +0000 2021,Stigmabase | FR,Français — Italiano | Keeping up-to-date on global exclusion — Stigmabase is an internet non-profit Initiative,Ora anche Grease viene accusato di sessismo e omofobia: ... a evitare coppie dello stesso sesso. Mentre Putzie potr… https://t.co/vuuMSKbWIV,"Ora anche Grease viene accusato di sessismo e omofobia: ... a evitare coppie dello stesso sesso. Mentre Putzie potrebbe andare ad ingrossare le fila del #Metoo, in quanto è caratterizzato dal vizio di guardare, ... https://t.co/6FlXo8wawl",[]
Sat Jan 09 12:17:02 +0000 2021,Pietro Di Benedetto,"Dottore Agronomo. Libero professionista,  consulente difesa integrata e nutrizione.","#finocchio a @isola_di_capo_rizzuto 

#ipm #lottaintegrata

In un anno difficile tante attenzioni fanno la differen… https://t.co/XHvDyjk4bK","#finocchio a @isola_di_capo_rizzuto 

#ipm #lottaintegrata

In un anno difficile tante attenzioni fanno la differenza https://t.co/RCAyrGjG82","[{'text': 'finocchio', 'indices': [0, 10]}, {'text': 'ipm', 'indices': [38, 42]}, {'text': 'lottaintegrata', 'indices': [43, 58]}]"
Sat Jan 09 12:33:13 +0000 2021,Carlo Paolo Antonucci,,@autoportante_ Oh chicco. Sono frocio ma quale omofobia. Impara a leggere porcodio sembra che hai la terza elementare.,,[]
Sat Jan 09 16:49:43 +0000 2021,frocioriferitə,"+ Bipolar II, pansexual, non-binary, polyamorous. 22 cats old | INFP | comunista pelosə | MUSIC GEEK || I write gay stuff, check pinned!","""ora sì che lo vedo l'arcobaleno dentro al mio cielo""
is this a coming out?
-firmato unə frocioriferitə",,[]
Sat Jan 09 17:41:05 +0000 2021,Letargo,L'umiltà delle mie origini.,"Pinocchio frocio e la principessa lesbica: il pomeriggio di Raiuno è sempre più Lgbt!
MI RICORDA QUALCOSA CHE LESSI… https://t.co/LbT0hISKgk","Pinocchio frocio e la principessa lesbica: il pomeriggio di Raiuno è sempre più Lgbt!
MI RICORDA QUALCOSA CHE LESSI A PROPOSITO DELLA SECONDA SCHIFOSA GUERRA MONDIALE...... https://t.co/1Jesw47aEV",[]
Sat Jan 09 18:06:57 +0000 2021,Matthias,"Steroia radicale cresciuta a pane e Love Angel Music Baby 💅 vicious like a viper 🐍 

Miss Tuzzika 

--IG: Watthias - YT: Watthias - TikTok: Watthias_-","@hecat0 Le donne trans subiscono poi tanti di quegli insulti che variano dalla misoginia, alla transofobia e gli ig… https://t.co/tM6BhtCW1m","@hecat0 Le donne trans subiscono poi tanti di quegli insulti che variano dalla misoginia, alla transofobia e gli ignoranti tirano pure fuori insulti omofobi...",[]
Sat Jan 09 18:21:13 +0000 2021,Blessedthing,"Cris.
They/she.
Ties, cherry lips and golden curls. 
Queer, (s)witch, polyam, writer, singer, pansexual, transfeminist, Wolf, neuroqueer.
I'll eat you whole.","E comunque: ci son persone trans etero. Quindi sì, è pure per loro il movimento lgbt.",,[]
Sat Jan 09 19:18:07 +0000 2021,bea🍜™,beatrice | she/her | 21 | aspirante menefreghista | risotto enthusiast | dni if under 16 |,"tw // transfobia 
come se tutte le donne cis del mondo, pur appartenendo a culture diverse e con diverse sessualità… https://t.co/hDMYKoWV5X","tw // transfobia 
come se tutte le donne cis del mondo, pur appartenendo a culture diverse e con diverse sessualità, subissero le stesse identiche forme di misoginia/oppressione
Just say you don't think trans women are women and go",[]
Sat Jan 09 19:56:19 +0000 2021,bianca ⬠ matilde #1 stan,that's some #we_th ass pussy,"x: le donne trans, in quanto trans, non capiranno mai cosa significhi lottare per l'aborto o capire a pieno il cicl… https://t.co/LM6OIhV4K5","x: le donne trans, in quanto trans, non capiranno mai cosa significhi lottare per l'aborto o capire a pieno il ciclo etc quindi possono essere ""escluse"" solo per questo 

persona a caso che non ha capito un cazzo: TERF!!!!! IL FEMMINISMO VALE ANCHE PER LE DONNE TRANS !!!!! TERF!!",[]
Sat Jan 09 19:58:05 +0000 2021,Ваня 🌕,"Where will I find words to describe our stroll, the Chablis on ice, the toasted bread and the sweet agate of ripe cherries?",@barb_edwire I cissini essere come “buu hu voi trans ktv accusate di transfobia dal NULLA 😭😭” e poi quando salta fu… https://t.co/UbAbEYuRmd,@barb_edwire I cissini essere come “buu hu voi trans ktv accusate di transfobia dal NULLA 😭😭” e poi quando salta fuori che avevamo ragione *🦗🦗🦗*,[]
